Fault,Match_Type,Harmonic,Peak_Freq,Amplitude,Delta_amp
FTF,Near_Harmonic,33.0,32.25,0.10062969467702247,0.017040232244196984
Electrical,Exact_On_Harmonic,49.5,49.5,0.10964473473401126,0.05482236736700563
FTF,Near_Harmonic,99.0,98.375,0.5033752393256985,0.43061664098382535
Electrical,Exact_On_Harmonic,165.0,165.0,0.01725050161172215,0.008625250805861077
