Fault,Match_Type,Harmonic,Peak_Freq,Amplitude,Delta_amp
FTF,Near_Harmonic,33.0,32.25,0.13679479961732627,0.08366378263651678
Electrical,Exact_On_Harmonic,49.5,49.5,0.06276376532566182,0.031381882662830915
FTF,Near_Harmonic,99.0,98.375,0.1733659675113381,0.1291830163640752
Electrical,Exact_On_Harmonic,165.0,164.875,0.010878359115436175,1.3914853824020454e-05
