Fault,Match_Type,Harmonic,Peak_Freq,Amplitude,Delta_amp
Electrical,Exact_On_Harmonic,49.5,49.5,0.12289305653848573,0.06144652826924288
FTF,Near_Harmonic,99.0,98.375,0.3030572450037059,0.1991528731214144
Electrical,Exact_On_Harmonic,165.0,165.0,0.021907663626245303,0.010953831813122653
